X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
121.991323899854,12.2604937931913,"5833706875",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Rizal Street,,,167430002,4,2025/06/10 07:24:27+00,ef55f721af41469c8d0096ca436ccab0
120.323939226551,16.0230016332062,"1763095783",node,12.5,pharmacy,,St. Joseph Drug Store,,,,,,,,,,,,,,,,,,,,,,,Dagupan,35246653,4,2015/11/11 19:04:38+00,40be9fcae94d4b01b0311a5f39e14294
120.334796892465,16.0440301518879,"1763095901",node,9.375,pharmacy,,St. Joseph Drugstore,,,,,,,,,,,,,,,,,,,,,,,,35246653,4,2015/11/11 19:04:38+00,93d194f986804de68be3908ceddb41d2
120.342453844833,16.0458321772512,"1763096273",node,15.625,pharmacy,pharmacy,Saint Joseph Drug,,,,,,,,,,,,,,,,,,,,,A. B. Fernandez Avenue,,,145460926,7,2023/12/24 09:05:32+00,9ecc56eead304752b646ef6737aaa3fe
120.331452261641,16.0345202960044,"1763096222",node,9.375,pharmacy,,St. Joseph Drug,,,,,,,,,,,,,,,,,,,,,,,,109983610,7,2021/08/20 11:44:14+00,b69c6e4f5c5240d4a2a8f1380cb41cdf
120.344433650362,16.0428688392032,"1763096428",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,Perez Boulevard,,,109822973,6,2021/08/17 16:23:52+00,c95992cbd316450186c9c0513cf9240a
120.339408364134,16.0407879479214,"1763096422",node,9.375,pharmacy,,St. Joseph Drug,,,,,,,,,,,,,,,,,,,,,,,,109827673,5,2021/08/17 18:13:06+00,c0a2818f273d49ba9ea4b4212fd9d647
120.328905839457,16.0437630206338,"1763096645",node,9.375,clinic,,Pangasinan Medical Society,,,,,,,,,,,,,,,,,,,,,,,,133439867,5,2023/03/08 13:03:04+00,9aaaeb2c3b1b48659de746df48b93018
120.348290583108,16.0349461805046,"1763096888",node,12.5,clinic,dialysis,Coquia Dialysis Kidney Center,,,,,,,,,,,,,,,,,,,,,,,,109747200,5,2021/08/16 11:48:27+00,92205c1e4a1a4cd6bf9b44319d84e5b7
120.339066969218,16.0408710964008,"1763096976",node,9.375,clinic,,Siapno Heart and Diabetes Clinic,,,,,,,,,,,,,,,,,,,,,,,,109827673,5,2021/08/17 18:13:06+00,2e8e04a6a5504563ab8ef2ce2a81e50a
120.34151314384,16.0495018582796,"1763097107",node,9.375,pharmacy,,Mercury Drug,,,,,,,,,,,,,,,,,,,,,,,,35246653,4,2015/11/11 19:04:26+00,de9f3ed66c45464ca3a5bb2b92721ddf
120.335822753594,16.0392448395471,"1763097110",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,Perez Boulevard,,,109945350,8,2021/08/19 17:06:22+00,9f77cc048e09454f9aa6b436e4b1e301
,,"415936008",way,9.375,pharmacy,,Morilla's Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,39133848,1,2016/05/06 03:37:25+00,9979e1b2766147aaa0f92dccd866b0a8
120.697661550787,15.0488089857133,"1763805814",node,9.375,pharmacy,,Mercury Drug,,,,,,,,,,,,,,,,,,,,,,,,11686338,1,2012/05/24 03:45:37+00,e1f5d71e5d554bb48959c02bba31b72e
120.940746298188,14.4065283883222,"5736763916",node,25,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Palanas Street,"4103",Imus,167507518,10,2025/06/11 20:07:10+00,9b7d300e585c46029d7fe97a212f0f91
120.939501250291,14.3898285358964,"2915320173",node,15.625,clinic,,ABC Animal Bite Center,,,,,,,,,,,,,,,,,,,,,Aguinaldo Highway,,Imus,167512714,8,2025/06/12 00:21:31+00,cd029dfc7ed548b1af4584ab6e913cb6
121.04127121732,14.5971922941814,"4707506728",node,18.75,dentist,,Pastor Dental Center,,,,,,Mo-Sa 10:00-18:00,,,,,,,,,,,,,,"26",Wilson Street,,,167517841,3,2025/06/12 06:03:57+00,14346a15b15c46a9b26e070e21ab3759
122.056234447677,11.427855564683,"7623009285",node,15.625,,laboratory,Andres Clinical Laboratory,,,,,,Mo-Sa 06:00-16:00,,,,,,,,,,,,,,,Don Juan Magbanua Javier Street,,,167521392,3,2025/06/12 07:56:03+00,8c1698d88f40471fa3e6dbd660f6279e
122.05636143351,11.4279104661488,"4335067661",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,T. A. Fornier Street,,,167521392,5,2025/06/12 07:56:03+00,fcfc3e1c48c946569e66477302a67241
120.414265381177,15.9203689168839,"1764142849",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,Perez Boulevard,,,126609515,7,2022/09/25 10:07:06+00,4b4684f4a10c480ca6b00dc71e422144
120.414532260974,15.9195746477392,"1764142865",node,9.375,pharmacy,,Botica Navarro,,,,,,,,,,,,,,,,,,,,,,,,35246653,4,2015/11/11 19:04:08+00,a29ac4e16aef40ceb117e8ccc8297c33
120.773503525272,15.1505987340334,"12909323033",node,18.75,doctors,doctor,Skin Specialist Clinic Dr. Nilo Y. Rivera,,,dermatology,,,,,,,,,,,,,,,,,,,,Arayat,167530689,1,2025/06/12 12:00:41+00,6e7ccf18d673495095e84397fde98c7d
122.017995618666,10.7898561919758,"12911850104",node,15.625,,laboratory,Sibalom Municipal Diagnostic Laboratory,Sibalom Municipal Health Office,,,,,,,,,,,,,,,,,,,,Fenete Street,,,167556549,1,2025/06/13 02:50:52+00,223aeaed9d1e4ad79430f7da40cb34de
124.596263335145,12.0684221466941,"10213231818",node,9.375,doctors,,,"Christine Decena Apostol, M. D.",,,,,,,,,,,,,,,,,,,,,,,167558655,2,2025/06/13 05:11:14+00,2ab85c9d3dc94aca891915a931a99579
124.59563008236,12.0691395537867,"12911927330",node,12.5,,laboratory,ABS Precision Diagnostic Laboratory,,,,,,,,,,,,,,,,,,,,,Pajarito Street,,,167558778,1,2025/06/13 05:16:53+00,2e3a5806bed34de0a2495793c8d0f221
124.594950058556,12.0690736720278,"4154764739",node,18.75,,laboratory,Suremed Diagnostics,,,,,,,,,,,,,,,,,,,,,Magsaysay Boulevard,"6710",Calbayog,167558778,3,2025/06/13 05:16:53+00,7c29a051612c412ba3b693e144cc4880
,,"416632976",way,9.375,hospital,,Bacoor Doctors Medical Center,,,,,,,,,,,,,,,,,,,,,,,,39193176,1,2016/05/09 04:02:16+00,7e32a847afb842f9b0d92be514ae0eb6
124.595631339646,12.0691585807069,"12918473394",node,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,167672200,1,2025/06/16 01:18:15+00,92146c10e1db4e2d96b7634dda6d65bd
121.169818179864,14.5024045363153,"12918465603",node,15.625,,laboratory,Binangonan Lakeview Hospital Laboratory,Binangonan Lakeview Hospital,,drug_testing,,,,,,,,,,,,,,,,,,,,,167672479,2,2025/06/16 01:40:17+00,77687b5c17c74659a0f3370269150362
122.321700888208,10.662339197693,"5577473621",node,12.5,pharmacy,,Gilo Pharmacy,,,,,,,,,,,,,,,,,,,,,Grijalvo Street,,,167682817,3,2025/06/16 08:56:36+00,418eb6968c254f9a9f501b65dfe67e59
122.537007170303,10.7165766491101,"5413553321",node,12.5,pharmacy,,Grace Pharmacy,,,,,,,,,,,,,,,,,,,,,Oñate de Leon Street,,,167724079,3,2025/06/17 06:58:55+00,daef7118fa43491a8e6db29d480c8a67
122.545490243047,10.7134958805987,"10784014220",node,21.875,clinic,,Maxicare Primary Care Clinic,,,,,,Mo-Su 06:00-22:00,,,,,,,no,,,,,,,,Megaworld Boulevard,,Iloilo,167759408,2,2025/06/17 23:20:29+00,48c424fe0a25433ea2f767de2059ed25
124.162041188174,9.60508909818725,"3671117574",node,28.125,doctors,doctor,Dimiao Rural Health Unit,Municipal,,,,,24/7,,,,,,,,,,,,,,,Tagbilaran East Road,"6305",Dimiao,167761483,6,2025/06/18 02:07:35+00,d7307b76061b4402ae1da684406012af
122.561067842457,10.7159676200255,"12922481468",node,9.375,,laboratory,WVSUMC Drug Labotatory,,,,,,,,,,,,,,,,,,,,,,,,167762606,1,2025/06/18 03:26:19+00,62780e793be843eea932ec7b4ec27333
122.543324946001,10.6977581868381,"8751932417",node,21.875,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Locsin Street,,Iloilo City,167763961,3,2025/06/18 04:46:06+00,92057716eacd40f295e784b706243043
122.543274570763,10.6978718454452,"8751939018",node,15.625,,laboratory,Medicus Diagnostic Center,,,,,,,,,,,,,,,,,,,,,Locsin Street,,Iloilo City,167763961,3,2025/06/18 04:46:06+00,982d459f15664f3eb1be3e623c330645
122.544605197891,10.6955785567369,"12922586456",node,15.625,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,,,,167764964,1,2025/06/18 05:35:43+00,c6354682aca64baf9dc0867250123128
122.544715755194,10.6960327720699,"3394745574",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,Marcelo H. del Pilar Street,,,167764964,2,2025/06/18 05:35:43+00,2130dc9d7eaa4350972947c4c811d82b
122.545573642984,10.6960867515263,"5259641232",node,12.5,pharmacy,,Grace Pharmacy,,,,,,,,,,,,,,,,,,,,,Marcelo H. del Pilar Street,,,167767338,6,2025/06/18 07:03:04+00,7b8e622ca07a4c95b1cfa4748a7a37b0
122.551627891646,10.6996096654302,"10689738676",node,15.625,pharmacy,,Botica Geneca,,,,,,,,,,,,,,,,,,,,,Marcelo H. del Pilar Street,,Iloilo City,167806222,3,2025/06/19 03:46:32+00,4791123cacd6489a9cbeb72d196d197c
122.56770035862,10.7011922525683,"10290890509",node,15.625,doctors,,Dentcare Solutions,Clavel,,,,,,,,,,,,,,,,,,,,Valeria Street,,,167814272,2,2025/06/19 08:35:56+00,25a71c7a89e54b4d82a25daf43572dc4
122.53596949069,10.7691235544762,"4728770566",node,12.5,pharmacy,,Eams pharmacy & convenience store,,,,,,,,,,,,,,,,,,,,,F. Gorriceta Avenue,,,167817093,2,2025/06/19 09:41:54+00,3d3c6198e93d4d5db4cb8cd73a481516
122.536282638592,10.7691947168341,"4728771048",node,12.5,pharmacy,,Westmed Pharmacy,,,,,,,,,,,,,,,,,,,,,F. Gorriceta Avenue,,,167817093,2,2025/06/19 09:41:54+00,54b59d6562a94bf2bdc5d05bc0771df2
122.536205189807,10.7705702709639,"10281688909",node,12.5,dentist,,Gerochi Dental Clinic,,,,,,,,,,,,,,,,,,,,,"Benigno S. Aquino, Jr. Avenue",,,167817093,3,2025/06/19 09:41:54+00,8c177c1dc355497c9ab56980cf7a18f6
121.860864941376,13.4741012556003,"1769481730",node,9.375,clinic,,Mogpog Health Center,,,,,,,,,,,,,,,,,,,,,,,,80718261,4,2020/02/08 09:29:20+00,5b878b074d36421eb529ab714cd32329
121.860333863991,13.4746046727049,"1769481729",node,9.375,pharmacy,,Claretian Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,80718261,3,2020/02/08 09:29:20+00,3cf7576c89914434b3731decf14b76f9
120.477748574708,17.3650760948037,"4499938838",node,15.625,clinic,clinic,Judge Celestino Guerrero Memorial Hospital,Dra. Mila Guerrero,,,,,,,,,,,,,,,,,,,,,,,167864246,3,2025/06/20 10:57:29+00,871fa0b1258c427e9b3d9aaace78fa83
120.481460081434,17.3671903460602,"12927973077",node,12.5,pharmacy,pharmacy,ISC Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,167864246,1,2025/06/20 10:57:29+00,73a380329c0c4535aee686341e22d629
120.480176979696,17.3669295850525,"12927973079",node,21.875,pharmacy,pharmacy,GAB Pharmacy,,,,,,sunrise-sunset,,,,,yes,no,,,,,,,,,,,,167864246,1,2025/06/20 10:57:29+00,5eb3a62dacaa407f8bb7259663fc5875
120.481519090032,17.3671864903848,"12927973078",node,12.5,pharmacy,pharmacy,Salakot Drugstore,,,,,,,,,,,,,,,,,,,,,,,,167864246,1,2025/06/20 10:57:29+00,ed79243f56ef42d0876077a1abbf6150
121.036691680702,14.6766885269929,"10201078439",node,18.75,pharmacy,pharmacy,Orionn Drugstore,,extrapolation,,,,24/7,,,,,,,,,,,,,,,,,,167867998,10,2025/06/20 12:22:04+00,74dcecfe25cd4bb294bd5538f2ee1732
121.036726633238,14.6766726851959,"12823782897",node,15.625,clinic,clinic,HopeMed Pediatric and Family Clinic,,,,,,Mo-Fr 14:00-17:00,,,,,,,,,,,,,,,,,,167867998,4,2025/06/20 12:21:40+00,8b9ee11421ef4c208fd49017e48acd62
121.019529147221,14.6581437338595,"255066475",node,28.125,pharmacy,pharmacy,Mercury Drug,,GPS,,,,24/7,,,,,yes,,,,,,,,,,,"1100",Quezon City,167868183,13,2025/06/20 12:26:08+00,eb33fefb596742868ed1b6181e701e9f
121.02074024841,14.6579136506174,"8742657370",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,167892057,3,2025/06/20 22:09:33+00,ca14bf9092704824b9504ab4d4a36072
121.02066062033,14.6572150189879,"7328676490",node,21.875,clinic,clinic,The Medical City Clinic,,,,,,Mo-Su 07:00-20:00,,,,,,,,,,,,,,,EDSA,,,167892057,5,2025/06/20 22:09:33+00,e778a9aacf714952a3bc11789de93db0
121.03300674461,14.66954446328,"12941850840",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Mindanao Avenue,,,167897294,2,2025/06/21 04:04:13+00,0e107b8b3694463595aa6c82c465526a
,,"417783864",way,12.5,doctors,doctor,McBurney Carijutan Appendectomy Specialist,,,,,,,,,,,,,,,,,,,,,,,,149155025,2,2024/03/26 01:10:03+00,69a6b6e1640a40a283284794508e60c9
125.128125098718,8.15484282337425,"1772140780",node,9.375,pharmacy,,Rose Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,105846424,3,2021/06/04 15:02:26+00,a3d9a4e31f98457883ef3ab6b611285f
123.891391630177,10.3088951279858,"12944484101",node,9.375,pharmacy,,Sanjo,,,,,,,,,,,,,,,,,,,,,,,,167947041,1,2025/06/22 10:13:40+00,e6a838c6aa334c22a08059751cc74e8c
121.045790320416,14.5871069368259,"7328421385",node,15.625,pharmacy,pharmacy,Watsons,,,,,,,,,,,,,,,,,,,,,Shaw Boulevard,,,167979109,3,2025/06/22 23:51:59+00,91158b6e876b415aa894bd5fa942bf8a
121.054120423427,14.5802638672561,"12928116776",node,15.625,dentist,dentist,Urban Smiles,,,,,,,,,,,,,,,,,,,,,Santo Cristo Street,,,167979806,2,2025/06/23 00:55:48+00,2ee4551c0e1f4666a28a17ac6d160878
121.052349159649,14.5825862411683,"12941802990",node,21.875,doctors,doctor,Luxecare,,,,,,,,,,,,,,,,,,,,,Shaw Boulevard,,Mandaluyong,167980211,3,2025/06/23 01:22:37+00,4d28f54ffd24415f9033c3177218b4fc
125.498609829034,7.09256056447924,"12945843901",node,12.5,clinic,,SERVICARE,,,,,,,,,,,,,,,,,,,,,Asuzena Street,,,167982794,1,2025/06/23 04:18:52+00,d5830fcfc1ed43208140c1b19b381a21
121.472109170884,14.1451189565647,"5585265203",node,25,pharmacy,pharmacy,Save Health & Meds Pharmacy,,,,,,Mo-Su 07:00-20:00,,,,,yes,,,,,,,,,"222",F. Blumentritt Street,,,167987924,3,2025/06/23 07:33:55+00,57314f2e72fe4955b65c9c5f63336aa5
121.470677290365,14.1470776396982,"5585265218",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,F. Balagtas Street,,,167988383,3,2025/06/23 07:44:46+00,a94b89bd55ba4a4186272651f2f563a6
125.732198047778,9.57160733450354,"11443257939",node,18.75,pharmacy,pharmacy,Rose Pharmacy,,,,,,,,,,,yes,,,,,,,,,,Surigao-Davao Coastal Road,,,167990618,2,2025/06/23 08:33:13+00,1614d01720f543c7800967333cf46617
121.03549206272,14.6767896965642,"12946977925",node,9.375,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,168009469,1,2025/06/23 15:31:55+00,33ee6e8917d74d6b95abcdd786f1ad40
121.053139824575,14.5811219226839,"12947629263",node,18.75,pharmacy,pharmacy,Generika,,,,,,,,,,,yes,,,,,,,,,,Shaw Boulevard,,,168024975,1,2025/06/23 23:51:34+00,d6ac39bea7fd4af79d12a14eeb04902d
125.492442257041,9.78810166755355,"3641760282",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,Rizal Street,,,168031432,3,2025/06/24 06:12:33+00,8b8972a93d4549af85c469460167bdb9
125.49612744459,9.78945794330605,"3393528756",node,21.875,pharmacy,,New Family Drug,,Schadow1 Expeditions,,,,,,,,,,,,,,,,,,,Diez Street,"8400",Surigao City,168031892,3,2025/06/24 06:25:24+00,3c671adf231b47d9a52b0c50e655a9a1
121.971597928925,20.4486614286094,"1779228409",node,12.5,doctors,doctor,Basco Provincial Health Office,,,,,,,,,,,,,,,,,,,,,,,,84086766,5,2020/04/25 01:09:17+00,6fe75a0b8492433d9aa60a24b72d2e83
122.647263059923,10.6975187996835,"1779351613",node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,12082906,2,2012/07/02 03:40:58+00,0a8d76dd6cde41b1b684807721ae8160
125.199204475819,10.3960225807225,"10564438911",node,12.5,pharmacy,,San Roque Pharmacy,,,,,,,,,,,,,,,,,,,,,Rizal Street,,,168077841,2,2025/06/25 06:26:35+00,35379a9dfffb4438ac5e699bad6fd9c5
125.199820042789,10.3953272180352,"10564438909",node,12.5,pharmacy,,All Generation Pharmacy,,,,,,,,,,,,,,,,,,,,,Rizal Street,,,168077841,2,2025/06/25 06:26:35+00,278d240d6c834df7a549eaca412354b8
121.039683684859,14.5972952239524,"11633197220",node,18.75,doctors,doctor,Skeen,,,dermatology,,,,,,,,,,,,,,,,,,Wilson Street,,,168081724,3,2025/06/25 08:05:38+00,dff8b287674f446c8c4e87b74dfba717
121.039686618525,14.5973275780986,"4177506743",node,12.5,pharmacy,,Watson's,,,,,,,,,,,,,,,,,,,,,Wilson Street,,,168081724,9,2025/06/25 08:05:38+00,cbd5a58432034557b9f60df3b3da9453
121.039643786999,14.5972961459617,"9348406592",node,12.5,,laboratory,New World Diagnostics Laboratory Express,,,,,,,,,,,,,,,,,,,,,Wilson Street,,,168081724,4,2025/06/25 08:05:38+00,b2f35b5573d5404abc1bb7a9098d8c1c
121.021044762953,14.5556597963186,"1781307711",node,21.875,pharmacy,pharmacy,Watsons,,,,,,,,,,,,,,,,,,,,"6766",Ayala Avenue,"1226",,85590940,4,2020/05/22 06:50:22+00,7cc97915bc6d49a287098f461cc76ba7
,,"419443635",way,12.5,hospital,,Queen Mary Hospital,,,,,,,,,,,,,yes,,,,,,,,,,,39420672,1,2016/05/19 10:40:51+00,dd2ce31237e744afbcfcc678f8747918
124.982966126092,10.3843482659825,"9216540805",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,Osmeña Street,,,168120870,4,2025/06/26 05:40:57+00,9ef05a981a274ffd9192d61b85a9bb8d
124.982098850571,10.384439544908,"2716704164",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Osmeña Street,,,168120870,4,2025/06/26 05:40:57+00,9fd9ec04512c40ddb0b5f1c04c90beb5
124.983255217933,10.3847085201809,"9972356963",node,25,pharmacy,pharmacy,Aces Pharmacy,,,,,,Mo-Su 08:00-7:00,,,,,yes,,,,,,,,,,L. Regis Street,"6606",,168120870,2,2025/06/26 05:40:57+00,c7164050142647829f54809dcefe540f
121.931048041571,11.9566550837504,"12952200799",node,21.875,dentist,dentist,Alcobendas-Garcia Dental Clinic,,,,,,Mo-Sa 09:00-17:00,,,,,,,,,,,,,,,Ambulong Street,"5608",,168143198,3,2025/06/26 14:34:43+00,b29d7b253fb7473aade5ba3e069b5800
122.365876535418,11.7087501552909,"12954048607",node,21.875,dentist,dentist,Alcobendas-Garcia Dental Clinic,,,,,,Mo-Sa 09:00-16:00,,,,,,,,,,,,,,,Archbishop Reyes Street,"5600",,168143600,2,2025/06/26 14:43:12+00,bd789e94387b4b228a827a7a2eef554d
125.43211258694,11.6075192284553,"4156743196",node,12.5,doctors,,Dr. Cardona,,,,,,,,,,,,,,,,,,,,,Cardona Street,,,168143719,3,2025/06/26 14:46:11+00,21f93488a00f4e23a293065b9cb522ed
124.842219052021,10.1329427194815,"5248091486",node,18.75,,blood_donation,,Philippine Red Cross,,,,,,,,,,,,,,,,,,,,Tomas Oppus Street,"6600",Maasin City,168165857,3,2025/06/27 04:48:52+00,e060bf90b47b42be93cdb04e3c417a95
124.842433377286,10.1328948588144,"4479428089",node,15.625,dentist,,Gaviola Dental Clinic,,,,,,,,,,,,,,,,,,,,,Panal Street,"6600",,168165857,3,2025/06/27 04:48:52+00,266faaaf60d54f9982ba162687bb1810
124.858925945246,10.1592624821796,"12955686525",node,9.375,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,168166545,1,2025/06/27 05:18:10+00,1b7d6184f59f412c845759def3b06eb6
124.845335778897,10.133593658082,"12955726008",node,12.5,doctors,,,"Teresita Dajao-Estrada, M. D.",,,,,,,,,,,,,,,,,,,,Alcantara Street,,,168167308,1,2025/06/27 05:50:51+00,0a7383fd73c8419cb758b60ae46defc6
124.845336030355,10.1336049736513,"10213233634",node,12.5,pharmacy,,Pharma Czean Botica,,,,,,,,,,,,,,,,,,,,,Alcantara Street,,,168167308,2,2025/06/27 05:50:51+00,358993b778a142ee883af2f449bce7c3
125.355430326662,6.76319518801859,"12957874149",node,12.5,pharmacy,pharmacy,Pharma Eleven,,,,,,,,,,,,,,,,,,,,,,,,168209738,1,2025/06/28 01:29:38+00,7f779a4c3ca247189bc22ca31e8b3c16
125.355029252595,6.74764818255525,"1784330540",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,,,,168209930,4,2025/06/28 01:41:40+00,33dbe515597043fbbf90f654aafde127
125.34363321704,6.76173698832349,"12960355858",node,12.5,pharmacy,pharmacy,Almico Drug,,,,,,,,,,,,,,,,,,,,,,,,168248001,1,2025/06/29 01:41:56+00,4d71877c11214aaab9b3f9e75c536083
123.898601994744,10.3048537933707,"12960465701",node,9.375,pharmacy,,Lifemed,,,,,,,,,,,,,,,,,,,,,,,,168249464,1,2025/06/29 03:47:52+00,6be5045c15f9454bbce57ead79a38bd3
120.940593328455,14.3891424771216,"9457954181",node,15.625,pharmacy,,John & Mory Pharmacy,,,,,,,,,,,,,,,,,,,,,Anabu Road,,Imus,168250784,7,2025/06/29 05:32:05+00,a2fb4e1ab3154246a538ed6b133dc57d
121.157958373607,13.9694134789279,"12961192411",node,18.75,clinic,clinic,Barangay Marawoy Health Center,,,,,,,,,,,,,,,,,,,,,Manila-Batangas Bypass Road,,Lipa,168266413,1,2025/06/29 13:55:10+00,5a32fc66a2c84e1f935b02907190274b
121.039662897739,14.6418453745957,"2575086721",node,18.75,clinic,clinic,Medicard,,,,,,,,,,,,,,,,,,,,,Epifanio Delos Santos Avenue,,Quezon City,168270098,3,2025/06/29 15:16:29+00,e33074bcfabd452498eb1defdf1f4f60
120.232029395139,16.0149564310832,"9082005566",node,12.5,pharmacy,pharmacy,God's Miracle Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,168275727,3,2025/06/29 17:36:01+00,58a4b558966e4d6f9629ac837fb59bdc
120.22518976215,16.0097698770375,"12961592469",node,12.5,pharmacy,pharmacy,Sofia's Drugmart,,,,,,,,,,,,,,,,,,,,,,,,168275727,1,2025/06/29 17:36:01+00,a8a87ef4af1c4488b17cfbd20b68098c
120.224596993958,16.0091059464871,"12961592478",node,9.375,,laboratory,Tora Medica Diagnostic Laboratory,,,,,,,,,,,,,,,,,,,,,,,,168275727,1,2025/06/29 17:36:01+00,32067d0fb875422888c99bc1a0610b17
120.22465734366,16.0091098859816,"12961592477",node,12.5,pharmacy,pharmacy,Tora Medica Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,168275727,1,2025/06/29 17:36:01+00,09db51357f85415ca53a843a0541af00
124.747690881697,10.3728410863917,"4400277994",node,12.5,pharmacy,,Dionson Pharmacy,,,,,,,,,,,,,,,,,,,,,R. V. Villaflores Street,,,168289561,2,2025/06/30 03:14:21+00,5bca925802644c4baeb5cb2cd75bd0ab
124.74927732451,10.3737249580813,"7114319587",node,15.625,pharmacy,,Rose Pharmacy,,,,,,,,,,,,,,,,,,,,,R. V. Villaflores Street,"6524",,168289561,2,2025/06/30 03:14:21+00,ce999aa888fc49a4b39682f554475d4c
124.75078103794,10.3748119232849,"7114319589",node,15.625,doctors,,Villaflor's clinic,,,,,,,,,,,,,,,,,,,,,R. V. Fulache Street,"6524",,168289940,2,2025/06/30 03:42:18+00,3322d7fd04124f8292d4cc275baca674
124.749825836254,10.3738321626229,"9231590165",node,21.875,pharmacy,pharmacy,Generika,,,,,,,,,,,yes,,,,,,,,,,R. V. Villaflores Street,"6524",,168289940,3,2025/06/30 03:42:18+00,071c28eb71654313a07e1bfa6d56abcd
124.749064591808,10.3768483904799,"10213711019",node,12.5,pharmacy,,Botika Nina,,,,,,,,,,,,,,,,,,,,,Captain F. Flordelis Street,,,168290554,2,2025/06/30 04:26:43+00,04623f49d10a432cbb7929ba5c607c4c
124.749030058367,10.377102194508,"8345673618",node,21.875,pharmacy,pharmacy,ThreeSixty,,,,,,,,,,,yes,,,,,,,,,,R. V. Fulache Street,"6524",,168290554,2,2025/06/30 04:26:43+00,06aa22c8279b4f64bcae326f04021bcf
123.898838280594,10.3049197589486,"12963851501",node,6.25,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,168292759,1,2025/06/30 06:16:05+00,a94653ed05424cf582b2155f0f1ff5e7
,,"420025890",way,18.75,dentist,dentist,the Tooth Fairy Clinic,,,,,,,,,,,,,,,,,,,,,,"4110",Naic,149592986,3,2024/04/05 00:47:18+00,db0c91a767364369a7fd29467932f032
121.166987778801,13.9439204233399,"12173012730",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,General Luna Street,,,168330508,7,2025/06/30 23:43:45+00,de00bacff5d44c97a7469fc3530bfab3
121.166708577606,13.9447120940946,"12249152976",node,12.5,dentist,dentist,Bautista Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,168330508,7,2025/06/30 23:43:45+00,a697d585f3ba41bd856e08177e46bf15
121.166700866255,13.944750064116,"12249152975",node,12.5,clinic,clinic,ABC Animal Bite Center,,,,,,,,,,,,,,,,,,,,,,,,168330508,7,2025/06/30 23:43:45+00,a3dbaacc848244f590ffa79a24efb691
121.166543454114,13.9442010494581,"12516457445",node,15.625,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,,,,168330508,4,2025/06/30 23:43:45+00,e2c4dfd32d80415c84f46930ca0073a9
121.16614983994,13.9454173474276,"12533808188",node,12.5,dentist,dentist,iDC - Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,168330508,4,2025/06/30 23:43:45+00,a8700575d8c140d9be9c0e6dbf522014
121.166180350068,13.9465453839567,"12251393970",node,12.5,clinic,clinic,ABC Animal Bite Center,,,,,,,,,,,,,,,,,,,,,,,,168330508,6,2025/06/30 23:43:45+00,ad1d38bcb00847e3a67fa5b2f08a14f2
,,"420037788",way,12.5,clinic,clinic,Kumintang Ibaba Health Center,,,,,,,,,,,,,,,,,,,,,,,,112910971,2,2021/10/24 15:31:47+00,f4078d618fe5450abae115cce401e0f6
